timestamp,soil_moisture,air_temperature,air_humidity,VPD,hour_sin,hour_cos,soil_diff_1,soil_diff_3,growth_stage
2026-01-28 21:00:00,47.0,27.0,85.0,0.534801026371627,-0.7071067811865477,0.7071067811865474,-1.0,-1.0,0
2026-01-28 21:10:00,47.0,27.4,85.0,0.5474801489974799,-0.7071067811865477,0.7071067811865474,0.0,-1.0,0
2026-01-28 21:30:00,47.0,27.4,84.0,0.583978825597312,-0.7071067811865477,0.7071067811865474,0.0,-1.0,0
2026-01-28 21:40:00,48.0,27.9,84.0,0.6012763377398422,-0.7071067811865477,0.7071067811865474,1.0,1.0,0
2026-01-28 22:00:00,47.0,27.0,84.0,0.5704544281297355,-0.5000000000000004,0.8660254037844384,-1.0,0.0,0
2026-01-28 22:10:00,47.0,27.4,83.0,0.620477502197144,-0.5000000000000004,0.8660254037844384,0.0,0.0,0
2026-01-28 22:30:00,47.0,27.5,84.0,0.5874032334866723,-0.5000000000000004,0.8660254037844384,0.0,-1.0,0
2026-01-28 22:40:00,46.0,26.7,84.0,0.5604909575734962,-0.5000000000000004,0.8660254037844384,-1.0,-1.0,0
2026-01-28 23:00:00,46.0,26.1,85.0,0.507204271776915,-0.25881904510252157,0.9659258262890681,0.0,-1.0,0
2026-01-28 23:10:00,47.0,26.6,84.0,0.55720366263296,-0.25881904510252157,0.9659258262890681,1.0,0.0,0
2026-01-28 23:30:00,47.0,26.3,84.0,0.5474423468573151,-0.25881904510252157,0.9659258262890681,0.0,1.0,0
2026-01-28 23:40:00,47.0,26.7,85.0,0.5254602727251525,-0.25881904510252157,0.9659258262890681,0.0,1.0,0
2026-01-29 00:00:00,46.0,26.4,85.0,0.5162619651792575,0.0,1.0,-1.0,-1.0,0
2026-01-29 00:10:00,47.0,26.0,85.0,0.5042159742903847,0.0,1.0,1.0,0.0,0
2026-01-29 00:30:00,47.0,26.6,86.0,0.48755320480384023,0.0,1.0,0.0,0.0,0
2026-01-29 00:40:00,46.0,26.4,86.0,0.48184450083397357,0.0,1.0,-1.0,0.0,0
2026-01-29 01:00:00,46.0,26.4,86.0,0.48184450083397357,0.25881904510252074,0.9659258262890683,0.0,-1.0,0
2026-01-29 01:10:00,46.0,26.0,87.0,0.4369871777183332,0.25881904510252074,0.9659258262890683,0.0,-1.0,0
2026-01-29 01:30:00,46.0,26.1,87.0,0.4395770355399926,0.25881904510252074,0.9659258262890683,0.0,0.0,0
2026-01-29 01:40:00,46.0,25.1,87.0,0.4142704490866529,0.25881904510252074,0.9659258262890683,0.0,0.0,0
